,loss,base_loss,val_loss,val_base_loss
0,0.6132694482803345,0.6132694482803345,0.4215141236782074,0.4215141236782074
1,0.4534248113632202,0.4534248113632202,0.4041353464126587,0.4041353464126587
2,0.4051537811756134,0.4051537811756134,0.3900739848613739,0.3900739848613739
3,0.37536969780921936,0.37536969780921936,0.40017083287239075,0.40017083287239075
4,0.35414519906044006,0.35414519906044006,0.38138726353645325,0.38138726353645325
5,0.3371884524822235,0.3371884524822235,0.382867693901062,0.382867693901062
6,0.3212192952632904,0.3212192952632904,0.4031903147697449,0.4031903147697449
7,0.3109990060329437,0.3109990060329437,0.415493369102478,0.415493369102478
8,0.29591605067253113,0.29591605067253113,0.41911551356315613,0.41911551356315613
9,0.2845751643180847,0.2845751643180847,0.4199337959289551,0.4199337959289551
10,0.2773204743862152,0.2773204743862152,0.4208988845348358,0.4208988845348358
11,0.26887279748916626,0.26887279748916626,0.448881059885025,0.448881059885025
12,0.2592317759990692,0.2592317759990692,0.42216095328330994,0.42216095328330994
13,0.25224265456199646,0.25224265456199646,0.43535491824150085,0.43535491824150085
14,0.2401098906993866,0.2401098906993866,0.45857781171798706,0.45857781171798706
15,0.23777112364768982,0.23777112364768982,0.45307040214538574,0.45307040214538574
16,0.2334146350622177,0.2334146350622177,0.4659847021102905,0.4659847021102905
17,0.22619277238845825,0.22619277238845825,0.4842876195907593,0.4842876195907593
18,0.2170998454093933,0.2170998454093933,0.47724977135658264,0.47724977135658264
19,0.21426452696323395,0.21426452696323395,0.49906620383262634,0.49906620383262634
20,0.2103191316127777,0.2103191316127777,0.4962824881076813,0.4962824881076813
21,0.19803079962730408,0.19803079962730408,0.5091091394424438,0.5091091394424438
22,0.20072077214717865,0.20072077214717865,0.5068365335464478,0.5068365335464478
23,0.1845182627439499,0.1845182627439499,0.5468305349349976,0.5468305349349976
24,0.19396959245204926,0.19396959245204926,0.526107907295227,0.526107907295227
25,0.18837420642375946,0.18837420642375946,0.5240979790687561,0.5240979790687561
26,0.18217140436172485,0.18217140436172485,0.5550981760025024,0.5550981760025024
27,0.1768893152475357,0.1768893152475357,0.5678179860115051,0.5678179860115051
28,0.17630118131637573,0.17630118131637573,0.5600783228874207,0.5600783228874207
29,0.17078909277915955,0.17078909277915955,0.5561439394950867,0.5561439394950867
30,0.16541005671024323,0.16541005671024323,0.5476855635643005,0.5476855635643005
31,0.16175851225852966,0.16175851225852966,0.5609754920005798,0.5609754920005798
32,0.16922631859779358,0.16922631859779358,0.5795143842697144,0.5795143842697144
33,0.16523312032222748,0.16523312032222748,0.6093482375144958,0.6093482375144958
34,0.16182027757167816,0.16182027757167816,0.5919429063796997,0.5919429063796997
35,0.15267208218574524,0.15267208218574524,0.5926595330238342,0.5926595330238342
36,0.15986953675746918,0.15986953675746918,0.616032600402832,0.616032600402832
37,0.1530909240245819,0.1530909240245819,0.5959662199020386,0.5959662199020386
38,0.1514761745929718,0.1514761745929718,0.5966736674308777,0.5966736674308777
39,0.15810538828372955,0.15810538828372955,0.6086478233337402,0.6086478233337402
40,0.2976921498775482,0.3523431718349457,0.5331009030342102,0.5331009030342102
41,0.23685269057750702,0.23685269057750702,0.5532971024513245,0.5532971024513245
42,0.6143103241920471,0.6143103241920471,0.42428165674209595,0.42428165674209595
43,0.2770729064941406,0.2770729064941406,0.38478925824165344,0.38478925824165344
44,0.18695731461048126,0.18695731461048126,0.4130811095237732,0.4130811095237732
45,0.1423410177230835,0.1423410177230835,0.4102616310119629,0.4102616310119629
46,0.11793211847543716,0.11793211847543716,0.3946429193019867,0.3946429193019867
47,0.10336573421955109,0.10336573421955109,0.38880231976509094,0.38880231976509094
48,0.10711362212896347,0.10711362212896347,0.3952770233154297,0.3952770233154297
49,0.09153904765844345,0.09153904765844345,0.41393089294433594,0.41393089294433594
50,0.07689318060874939,0.13612820208072662,0.3674420118331909,0.3674420118331909
51,0.07086373120546341,0.07086373120546341,0.39468705654144287,0.39468705654144287
52,0.06153286248445511,0.06153286248445511,0.4150664508342743,0.4150664508342743
53,0.05657476186752319,0.05657476186752319,0.4207792282104492,0.4207792282104492
54,0.05838760361075401,0.05838760361075401,0.4116702079772949,0.4116702079772949
55,0.049236495047807693,0.049236495047807693,0.41883406043052673,0.41883406043052673
56,0.049934785813093185,0.049934785813093185,0.4538101851940155,0.4538101851940155
57,0.042371395975351334,0.042371395975351334,0.4496570825576782,0.4496570825576782
58,0.042534660547971725,0.042534660547971725,0.4592207670211792,0.4592207670211792
59,0.043456923216581345,0.043456923216581345,0.48444265127182007,0.48444265127182007
60,0.042221881449222565,0.042221881449222565,0.4950547516345978,0.4950547516345978
61,0.03820209205150604,0.03820209205150604,0.4945279657840729,0.4945279657840729
62,0.0391835942864418,0.0391835942864418,0.5049417018890381,0.5049417018890381
63,0.03858334943652153,0.03858334943652153,0.5058122277259827,0.5058122277259827
64,0.037433166056871414,0.037433166056871414,0.522459089756012,0.522459089756012
65,0.03023642674088478,0.03023642674088478,0.5547243356704712,0.5547243356704712
66,0.037225622683763504,0.037225622683763504,0.5500505566596985,0.5500505566596985
67,0.03305358439683914,0.03305358439683914,0.5486132502555847,0.5486132502555847
68,0.03700946271419525,0.03700946271419525,0.5696907043457031,0.5696907043457031
69,0.031092481687664986,0.031092481687664986,0.5349931716918945,0.5349931716918945
70,0.03117598593235016,0.03117598593235016,0.5597766041755676,0.5597766041755676
71,0.03162345662713051,0.03162345662713051,0.5425919890403748,0.5425919890403748
72,0.03598213568329811,0.03598213568329811,0.5425147414207458,0.5425147414207458
73,0.02605295367538929,0.02605295367538929,0.573269784450531,0.573269784450531
74,0.026968376711010933,0.026968376711010933,0.6133673787117004,0.6133673787117004
75,0.03183536231517792,0.03183536231517792,0.5694327354431152,0.5694327354431152
76,0.03097222000360489,0.03097222000360489,0.5460527539253235,0.5460527539253235
77,0.02563679963350296,0.02563679963350296,0.5400574803352356,0.5400574803352356
78,0.028254138305783272,0.028254138305783272,0.5633875131607056,0.5633875131607056
79,0.028328940272331238,0.028328940272331238,0.5741197466850281,0.5741197466850281
80,0.02647833153605461,0.02647833153605461,0.5670780539512634,0.5670780539512634
81,0.025880936533212662,0.025880936533212662,0.568138837814331,0.568138837814331
82,0.026011712849140167,0.026011712849140167,0.5455439686775208,0.5455439686775208
83,0.022521864622831345,0.022521864622831345,0.5775021314620972,0.5775021314620972
84,0.02555466815829277,0.02555466815829277,0.5503628253936768,0.5503628253936768
85,0.023767801001667976,0.023767801001667976,0.5672454237937927,0.5672454237937927
86,0.02769310586154461,0.02769310586154461,0.5712062120437622,0.5712062120437622
87,0.026313893496990204,0.026313893496990204,0.5489425659179688,0.5489425659179688
88,0.024314576759934425,0.024314576759934425,0.5898213386535645,0.5898213386535645
89,0.022781897336244583,0.022781897336244583,0.595522403717041,0.595522403717041
90,0.12099629640579224,0.20439516007900238,0.7281012535095215,0.7281012535095215
91,0.1314413696527481,0.1314413696527481,0.5640693306922913,0.5640693306922913
92,0.05786982178688049,0.05786982178688049,0.5079846978187561,0.5079846978187561
93,0.10530645400285721,0.10530645400285721,0.5298466086387634,0.5298466086387634
94,0.061855949461460114,0.061855949461460114,0.5876580476760864,0.5876580476760864
95,0.05749126896262169,0.05749126896262169,0.5019053220748901,0.5019053220748901
96,0.07218662649393082,0.07218662649393082,0.550709068775177,0.550709068775177
97,0.054207656532526016,0.054207656532526016,0.5755739212036133,0.5755739212036133
98,0.07857266068458557,0.07857266068458557,0.5200626850128174,0.5200626850128174
99,0.05936053767800331,0.05936053767800331,0.5973310470581055,0.5973310470581055
100,0.03724691644310951,0.13568291068077087,0.4709559679031372,0.4709559679031372
101,0.030562475323677063,0.030562475323677063,0.48329398036003113,0.48329398036003113
102,0.030839264392852783,0.030839264392852783,0.4785258173942566,0.4785258173942566
103,0.024678315967321396,0.024678315967321396,0.5084325075149536,0.5084325075149536
104,0.025525914505124092,0.025525914505124092,0.4892929792404175,0.4892929792404175
105,0.025991782546043396,0.025991782546043396,0.521973192691803,0.521973192691803
106,0.023859307169914246,0.023859307169914246,0.4938108026981354,0.4938108026981354
107,0.02270575985312462,0.02270575985312462,0.5063952207565308,0.5063952207565308
108,0.019252408295869827,0.019252408295869827,0.5009159445762634,0.5009159445762634
109,0.019932102411985397,0.019932102411985397,0.5286213159561157,0.5286213159561157
110,0.018101917579770088,0.018101917579770088,0.49676212668418884,0.49676212668418884
111,0.015981510281562805,0.015981510281562805,0.5227162837982178,0.5227162837982178
112,0.01833968795835972,0.01833968795835972,0.5205591917037964,0.5205591917037964
113,0.016831323504447937,0.016831323504447937,0.505986750125885,0.505986750125885
114,0.01676889695227146,0.01676889695227146,0.5153749585151672,0.5153749585151672
115,0.01948350854218006,0.01948350854218006,0.5474894046783447,0.5474894046783447
116,0.01771833561360836,0.01771833561360836,0.5363683104515076,0.5363683104515076
117,0.015644971281290054,0.015644971281290054,0.5511282086372375,0.5511282086372375
118,0.017059756442904472,0.017059756442904472,0.5390766859054565,0.5390766859054565
119,0.01456878986209631,0.01456878986209631,0.5472245812416077,0.5472245812416077
120,0.01585281267762184,0.01585281267762184,0.5575498938560486,0.5575498938560486
121,0.014290505088865757,0.014290505088865757,0.5648504495620728,0.5648504495620728
122,0.012888710014522076,0.012888710014522076,0.5513708591461182,0.5513708591461182
123,0.014352594502270222,0.014352594502270222,0.5600795149803162,0.5600795149803162
124,0.013329211622476578,0.013329211622476578,0.5520661473274231,0.5520661473274231
125,0.015236958861351013,0.015236958861351013,0.5791952610015869,0.5791952610015869
126,0.016590788960456848,0.016590788960456848,0.5742276906967163,0.5742276906967163
127,0.013546297326683998,0.013546297326683998,0.5813093185424805,0.5813093185424805
128,0.013784710317850113,0.013784710317850113,0.5788170099258423,0.5788170099258423
129,0.01338055171072483,0.01338055171072483,0.5962852239608765,0.5962852239608765
130,0.014422690495848656,0.014422690495848656,0.586027204990387,0.586027204990387
