,loss,base_loss,val_loss,val_base_loss,TrainType
0,1.0876847505569458,1.0876847505569458,1.1188442707061768,1.1188442707061768,Vanilla
1,0.7597075700759888,0.7597075700759888,3.030819892883301,3.030819892883301,Vanilla
2,0.6572810411453247,0.6572810411453247,1.2084758281707764,1.2084758281707764,Vanilla
3,0.602512538433075,0.602512538433075,1.9380707740783691,1.9380707740783691,Vanilla
4,0.5625831484794617,0.5625831484794617,1.0983939170837402,1.0983939170837402,Vanilla
5,0.5174599289894104,0.5174599289894104,1.5344548225402832,1.5344548225402832,Vanilla
6,0.4978634715080261,0.4978634715080261,0.7748225331306458,0.7748225331306458,Vanilla
7,0.46442803740501404,0.46442803740501404,0.7299894094467163,0.7299894094467163,Vanilla
8,0.45628872513771057,0.45628872513771057,1.7778297662734985,1.7778297662734985,Vanilla
9,0.4202128052711487,0.4202128052711487,0.8036429286003113,0.8036429286003113,Vanilla
10,1.0385831594467163,1.0385831594467163,0.7285221219062805,0.7285221219062805,Adversarial
11,0.4555218815803528,0.4555218815803528,1.1141993999481201,1.1141993999481201,Vanilla
12,0.39300212264060974,0.39300212264060974,0.5663227438926697,0.5663227438926697,Vanilla
13,0.37853726744651794,0.37853726744651794,0.5591223239898682,0.5591223239898682,Vanilla
14,0.3687187433242798,0.3687187433242798,1.2866456508636475,1.2866456508636475,Vanilla
15,0.3447287380695343,0.3447287380695343,0.6625431776046753,0.6625431776046753,Vanilla
16,0.32164889574050903,0.32164889574050903,0.6184086799621582,0.6184086799621582,Vanilla
17,0.3073567748069763,0.3073567748069763,0.4829956293106079,0.4829956293106079,Vanilla
18,0.29843389987945557,0.29843389987945557,0.7236801385879517,0.7236801385879517,Vanilla
19,0.2739720642566681,0.2739720642566681,0.6310555934906006,0.6310555934906006,Vanilla
20,0.25934258103370667,0.25934258103370667,0.5975295305252075,0.5975295305252075,Vanilla
21,1.019403100013733,1.019403100013733,0.619025468826294,0.619025468826294,Adversarial
22,0.33211269974708557,0.33211269974708557,0.47412198781967163,0.47412198781967163,Vanilla
23,0.24807673692703247,0.24807673692703247,0.46319568157196045,0.46319568157196045,Vanilla
24,0.22475120425224304,0.22475120425224304,0.5660540461540222,0.5660540461540222,Vanilla
25,0.20857466757297516,0.20857466757297516,0.8316650390625,0.8316650390625,Vanilla
26,0.19931182265281677,0.19931182265281677,0.6873937249183655,0.6873937249183655,Vanilla
27,0.18988829851150513,0.18988829851150513,0.5798147916793823,0.5798147916793823,Vanilla
